"","area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100"
"2197","Total","21209","Scott","KY",26237,"R",1,1,1,1,1,0.960323208
"2198","Total","21209","Scott","KY",26237,"B",1,1,1,1,1,0.978656096
"2199","Total","21211","Shelby","KY",22310,"R",1,1,1,0.999865531,0.999865531,0.684849843
"2200","Total","21211","Shelby","KY",22310,"B",1,1,1,0.999865531,0.999865531,0.705109816
"2201","Total","21213","Simpson","KY",9907,"R",1,1,1,1,1,0.904209145
"2202","Total","21213","Simpson","KY",9907,"B",1,1,1,1,1,0.907641062
"2203","Total","21215","Spencer","KY",9298,"R",1,1,1,1,1,0.731662723
"2204","Total","21215","Spencer","KY",9298,"B",1,1,1,1,1,0.736717574
"2205","Total","21217","Taylor","KY",12654,"R",1,1,1,1,1,0.510589537
"2206","Total","21217","Taylor","KY",12654,"B",1,1,1,1,1,0.510589537
"2207","Total","21219","Todd","KY",6158,"R",1,1,1,1,1,0.918804807
"2208","Total","21219","Todd","KY",6158,"B",1,1,1,0.999188048,0.999188048,0.150535888
"2209","Total","21221","Trigg","KY",9059,"R",1,1,1,1,1,0.661220885
"2210","Total","21221","Trigg","KY",9059,"B",1,1,1,1,1,0.123082018
"2211","Total","21223","Trimble","KY",5317,"R",1,1,1,1,1,0.687229641
"2212","Total","21223","Trimble","KY",5317,"B",1,1,1,1,1,0.697009592
"2213","Total","21225","Union","KY",7110,"R",1,1,1,1,1,0.359634318
"2214","Total","21225","Union","KY",7110,"B",1,1,1,1,1,0.382278481
"2215","Total","21227","Warren","KY",67606,"R",1,1,1,1,1,0.637931545
"2216","Total","21227","Warren","KY",67606,"B",1,1,1,1,1,0.675295092
"2217","Total","21229","Washington","KY",6091,"R",1,1,1,1,1,0.788376293
"2218","Total","21229","Washington","KY",6091,"B",1,1,1,1,1,0.813166968
"2219","Total","21231","Wayne","KY",11410,"R",1,1,1,0.999912358,0.999912358,0.71051709
"2220","Total","21231","Wayne","KY",11410,"B",1,1,1,0.999912358,0.999912358,0.702015776
"2221","Total","21233","Webster","KY",7103,"R",1,1,1,1,1,0.105307617
"2222","Total","21233","Webster","KY",7103,"B",1,1,1,1,1,0.124876813
"2223","Total","21235","Whitley","KY",17278,"R",1,1,1,1,1,0.839969904
"2224","Total","21235","Whitley","KY",17278,"B",1,1,1,1,1,0.859127214
"2225","Total","21237","Wolfe","KY",4669,"R",1,1,1,1,1,1
"2226","Total","21237","Wolfe","KY",4669,"B",1,1,1,1,1,1
"2227","Total","21239","Woodford","KY",12502,"R",1,1,1,0.999600064,0.999600064,0.745880659
"2228","Total","21239","Woodford","KY",12502,"B",1,1,1,0.999600064,0.999600064,0.746920493
"2229","Total","22001","Acadia Parish","LA",28582,"R",1,1,1,1,1,0.702225177
"2230","Total","22001","Acadia Parish","LA",28582,"B",1,1,1,1,1,0.330207823
"2231","Total","22003","Allen Parish","LA",11652,"R",1,1,1,1,1,0.796258153
"2232","Total","22003","Allen Parish","LA",11652,"B",1,1,1,1,1,0.796258153
"2233","Total","22005","Ascension Parish","LA",58453,"R",1,1,1,1,1,0.933895608
"2234","Total","22005","Ascension Parish","LA",58453,"B",1,1,1,1,1,0.948899116
"2235","Total","22007","Assumption Parish","LA",11346,"R",1,1,1,1,1,0.157941125
"2236","Total","22007","Assumption Parish","LA",11346,"B",1,1,1,1,1,0.177771902
"2237","Total","22009","Avoyelles Parish","LA",20859,"R",1,1,1,0.999856177,0.999856177,0.751042715
"2238","Total","22009","Avoyelles Parish","LA",20859,"B",1,1,1,0.999856177,0.999856177,0.751042715
"2239","Total","22011","Beauregard Parish","LA",18215,"R",1,1,1,1,1,0.618062037
"2240","Total","22011","Beauregard Parish","LA",18215,"B",1,1,1,1,1,0.618062037
"2241","Total","22013","Bienville Parish","LA",8146,"R",1,1,1,0.999754481,0.999754481,0.029707832
"2242","Total","22013","Bienville Parish","LA",8146,"B",1,1,1,0.999754481,0.999754481,0.031549227
"2243","Total","22015","Bossier Parish","LA",62968,"R",1,1,1,0.999920595,0.999920595,0.603973447
"2244","Total","22015","Bossier Parish","LA",62968,"B",1,1,1,0.999920595,0.999920595,0.604910431
"2245","Total","22017","Caddo Parish","LA",125553,"R",1,1,1,0.99998407,0.99998407,0.618925872
"2246","Total","22017","Caddo Parish","LA",125553,"B",1,1,1,0.99998407,0.99998407,0.61999315
"2247","Total","22019","Calcasieu Parish","LA",106605,"R",1,1,1,0.999971859,0.999971859,0.507574692
"2248","Total","22019","Calcasieu Parish","LA",106605,"B",1,1,1,0.999962478,0.999962478,0.507612213
"2249","Total","22021","Caldwell Parish","LA",5507,"R",1,1,1,1,1,0.321227529
"2250","Total","22021","Caldwell Parish","LA",5507,"B",1,1,1,1,1,0.321409116
"2251","Total","22023","Cameron Parish","LA",4888,"R",1,1,1,1,1,0.000818331
"2252","Total","22023","Cameron Parish","LA",4888,"B",1,1,1,1,1,0.000818331
"2253","Total","22025","Catahoula Parish","LA",5562,"R",1,1,1,1,1,0.415498022
"2254","Total","22025","Catahoula Parish","LA",5562,"B",1,1,1,1,1,0.416576771
"2255","Total","22027","Claiborne Parish","LA",8022,"R",1,1,1,0.999626028,0.999626028,0
"2256","Total","22027","Claiborne Parish","LA",8022,"B",1,1,1,0.999626028,0.999626028,0.004736973
"2257","Total","22029","Concordia Parish","LA",10288,"R",1,1,1,0.999416796,0.999416796,0.590396579
"2258","Total","22029","Concordia Parish","LA",10288,"B",1,1,1,0.999416796,0.999416796,0.590882582
"2259","Total","22031","De Soto Parish","LA",15135,"R",1,1,1,0.999933928,0.999933928,0.20132144
"2260","Total","22031","De Soto Parish","LA",15135,"B",1,1,1,0.999933928,0.999933928,0.193987446
"2261","Total","22033","East Baton Rouge Parish","LA",227913,"R",1,1,1,1,1,0.733604489
"2262","Total","22033","East Baton Rouge Parish","LA",227913,"B",1,1,1,1,1,0.636084822
"2263","Total","22035","East Carroll Parish","LA",3401,"R",1,1,1,1,1,0.338723905
"2264","Total","22035","East Carroll Parish","LA",3401,"B",1,1,1,1,1,0.341370185
"2265","Total","22037","East Feliciana Parish","LA",9873,"R",1,1,1,1,1,0.212296161
"2266","Total","22037","East Feliciana Parish","LA",9873,"B",1,1,1,1,1,0.213207738
"2267","Total","22039","Evangeline Parish","LA",16386,"R",1,1,1,1,1,0.760710363
"2268","Total","22039","Evangeline Parish","LA",16386,"B",1,1,1,1,1,0.648053216
"2269","Total","22041","Franklin Parish","LA",9364,"R",1,1,1,1,1,0.475331055
"2270","Total","22041","Franklin Parish","LA",9364,"B",1,1,1,1,1,0.481418197
"2271","Total","22043","Grant Parish","LA",10326,"R",1,1,1,0.999709471,0.999709471,0.654658144
"2272","Total","22043","Grant Parish","LA",10326,"B",1,1,1,0.999709471,0.999709471,0.662211892
"2273","Total","22045","Iberia Parish","LA",34122,"R",1,1,1,1,1,0.664292832
"2274","Total","22045","Iberia Parish","LA",34122,"B",1,1,1,1,1,0.414835004
"2275","Total","22047","Iberville Parish","LA",15109,"R",1,1,1,1,1,0.583427096
"2276","Total","22047","Iberville Parish","LA",15109,"B",1,1,1,1,1,0.514395393
"2277","Total","22049","Jackson Parish","LA",8394,"R",1,1,1,0.999880867,0.999880867,0.000476531
"2278","Total","22049","Jackson Parish","LA",8394,"B",1,1,1,0.999880867,0.999880867,0.002740052
"2279","Total","22051","Jefferson Parish","LA",208719,"R",1,1,1,0.99961671,0.99961671,0.831539055
"2280","Total","22051","Jefferson Parish","LA",208719,"B",1,1,1,0.99961671,0.99961671,0.720499811
"2281","Total","22053","Jefferson Davis Parish","LA",16512,"R",1,1,1,1,1,0.544876453
"2282","Total","22053","Jefferson Davis Parish","LA",16512,"B",1,1,1,1,1,0.44622093
"2283","Total","22055","Lafayette Parish","LA",129054,"R",1,1,1,1,1,0.874936073
"2284","Total","22055","Lafayette Parish","LA",129054,"B",1,1,1,1,1,0.427789917
"2285","Total","22057","Lafourche Parish","LA",45414,"R",1,1,1,1,1,0.605231867
"2286","Total","22057","Lafourche Parish","LA",45414,"B",1,1,1,1,1,0.607984322
"2287","Total","22059","LaSalle Parish","LA",7541,"R",1,1,1,1,1,0.784113513
"2288","Total","22059","LaSalle Parish","LA",7541,"B",1,1,1,1,1,0.784113513
"2289","Total","22061","Lincoln Parish","LA",23422,"R",1,1,1,1,1,0.288489454
"2290","Total","22061","Lincoln Parish","LA",23422,"B",1,1,1,1,1,0.271155324
"2291","Total","22063","Livingston Parish","LA",67410,"R",1,1,1,1,1,0.703960837
"2292","Total","22063","Livingston Parish","LA",67410,"B",1,1,1,1,1,0.692538199
"2293","Total","22065","Madison Parish","LA",4978,"R",1,1,1,1,1,0.417436722
"2294","Total","22065","Madison Parish","LA",4978,"B",1,1,1,1,1,0.421655283
"2295","Total","22067","Morehouse Parish","LA",13865,"R",1,1,1,1,1,0.334078615
"2296","Total","22067","Morehouse Parish","LA",13865,"B",1,1,1,1,1,0.337829066
"2297","Total","22069","Natchitoches Parish","LA",21146,"R",1,1,1,1,1,0.457107727
"2298","Total","22069","Natchitoches Parish","LA",21146,"B",1,1,1,1,1,0.194457581
"2299","Total","22071","Orleans Parish","LA",210567,"R",1,1,1,1,0.999985753,0.747106622
"2300","Total","22071","Orleans Parish","LA",210567,"B",1,1,1,1,0.999434859,0.492228127
"2301","Total","22073","Ouachita Parish","LA",79923,"R",1,1,1,0.999987488,0.999987488,0.393140898
"2302","Total","22073","Ouachita Parish","LA",79923,"B",1,1,1,0.999987488,0.999987488,0.447605821
"2303","Total","22075","Plaquemines Parish","LA",12100,"R",1,1,1,1,1,0.382975207
"2304","Total","22075","Plaquemines Parish","LA",12100,"B",1,1,1,1,1,0.386859504
"2305","Total","22077","Pointe Coupee Parish","LA",11978,"R",1,1,1,0.999833027,0.999833027,0.350893304
"2306","Total","22077","Pointe Coupee Parish","LA",11978,"B",1,1,1,0.999833027,0.999833027,0.351310736
"2307","Total","22079","Rapides Parish","LA",66011,"R",0.999984851,0.999984851,0.999984851,0.999939404,0.999939404,0.440532638
"2308","Total","22079","Rapides Parish","LA",66011,"B",0.999984851,0.999984851,0.999984851,0.999878808,0.999878808,0.44141128
"2309","Total","22081","Red River Parish","LA",4268,"R",1,1,1,1,1,0.269915651
"2310","Total","22081","Red River Parish","LA",4268,"B",1,1,1,1,1,0.11715089
"2311","Total","22083","Richland Parish","LA",9969,"R",1,1,1,0.999899689,0.999899689,0.310963988
"2312","Total","22083","Richland Parish","LA",9969,"B",1,1,1,0.999899689,0.999899689,0.317183268
"2313","Total","22085","Sabine Parish","LA",16189,"R",1,1,1,1,1,0.708011613
"2314","Total","22085","Sabine Parish","LA",16189,"B",1,1,1,0.999814689,0.999814689,0.692445488
"2315","Total","22087","St. Bernard Parish","LA",20164,"R",1,1,1,1,1,0.697232692
"2316","Total","22087","St. Bernard Parish","LA",20164,"B",1,1,1,1,1,0.450059512
"2317","Total","22089","St. Charles Parish","LA",22393,"R",1,1,1,1,1,0.752020721
"2318","Total","22089","St. Charles Parish","LA",22393,"B",1,1,1,1,1,0.644174519
"2319","Total","22091","St. Helena Parish","LA",5829,"R",1,1,1,1,1,0.449476754
"2320","Total","22091","St. Helena Parish","LA",5829,"B",1,1,1,1,1,0.46731858
"2321","Total","22093","St. James Parish","LA",9677,"R",1,1,1,1,1,0.827839206
"2322","Total","22093","St. James Parish","LA",9677,"B",1,1,1,1,1,0.589748889
"2323","Total","22095","St. John the Baptist Parish","LA",19279,"R",1,1,1,1,1,0.310026454
"2324","Total","22095","St. John the Baptist Parish","LA",19279,"B",1,1,1,1,1,0.312983039
"2325","Total","22097","St. Landry Parish","LA",42418,"R",1,1,1,1,1,0.589961809
"2326","Total","22097","St. Landry Parish","LA",42418,"B",1,1,1,1,1,0.523291999
"2327","Total","22099","St. Martin Parish","LA",27448,"R",1,1,1,1,1,0.651850772
"2328","Total","22099","St. Martin Parish","LA",27448,"B",1,1,1,1,1,0.455078694
"2329","Total","22101","St. Mary Parish","LA",26917,"R",1,1,1,1,1,0.389790839
"2330","Total","22101","St. Mary Parish","LA",26917,"B",1,1,1,1,1,0.256826541
"2331","Total","22103","St. Tammany Parish","LA",126686,"R",1,1,1,0.999992106,0.999992106,0.616074389
"2332","Total","22103","St. Tammany Parish","LA",126686,"B",1,1,1,0.999992106,0.999992106,0.632674487
"2333","Total","22105","Tangipahoa Parish","LA",68820,"R",1,1,1,0.999970939,0.999970939,0.619427492
"2334","Total","22105","Tangipahoa Parish","LA",68820,"B",1,1,1,0.999970939,0.999970939,0.635396687
"2335","Total","22107","Tensas Parish","LA",3479,"R",1,1,1,1,1,0.27392929
"2336","Total","22107","Tensas Parish","LA",3479,"B",1,1,1,0.998275366,0.998275366,0.274791607
"2337","Total","22109","Terrebonne Parish","LA",54295,"R",1,1,1,1,1,0.602504835
"2338","Total","22109","Terrebonne Parish","LA",54295,"B",1,1,1,1,1,0.600589373
"2339","Total","22111","Union Parish","LA",12851,"R",1,1,1,1,1,0.090265349
"2340","Total","22111","Union Parish","LA",12851,"B",1,1,1,1,1,0.091821648
"2341","Total","22113","Vermilion Parish","LA",29134,"R",1,1,1,0.999828379,0.999828379,0.696128235
"2342","Total","22113","Vermilion Parish","LA",29134,"B",1,1,1,0.999828379,0.999828379,0.443536761
"2343","Total","22115","Vernon Parish","LA",24405,"R",1,1,1,0.999959025,0.99991805,0.406965786
"2344","Total","22115","Vernon Parish","LA",24405,"B",1,1,1,0.99991805,0.99991805,0.406965786
"2345","Total","22117","Washington Parish","LA",23802,"R",1,1,1,1,1,0.80392404
"2346","Total","22117","Washington Parish","LA",23802,"B",1,1,1,1,1,0.822199815
"2347","Total","22119","Webster Parish","LA",21249,"R",1,1,1,0.999905878,0.999905878,0.55075533
"2348","Total","22119","Webster Parish","LA",21249,"B",1,1,1,0.999905878,0.999905878,0.550943574
"2349","Total","22121","West Baton Rouge Parish","LA",13720,"R",1,1,1,1,1,0.583163265
"2350","Total","22121","West Baton Rouge Parish","LA",13720,"B",1,1,1,1,1,0.588046647
"2351","Total","22123","West Carroll Parish","LA",5431,"R",1,1,1,1,1,0.748665071
"2352","Total","22123","West Carroll Parish","LA",5431,"B",1,1,1,1,1,0.758239735
"2353","Total","22125","West Feliciana Parish","LA",6151,"R",1,1,1,0.999837425,0.999837425,0.736790766
"2354","Total","22125","West Feliciana Parish","LA",6151,"B",1,1,1,0.999837425,0.999837425,0.736790766
"2355","Total","22127","Winn Parish","LA",7593,"R",1,1,1,1,1,0.009877519
"2356","Total","22127","Winn Parish","LA",7593,"B",1,1,1,1,1,0.01040432
"2357","Total","23001","Androscoggin","ME",54411,"R",1,1,1,1,1,0.669019132
"2358","Total","23001","Androscoggin","ME",54411,"B",1,1,1,1,1,0.360974803
"2359","Total","23003","Aroostook","ME",41085,"R",1,1,1,0.99997566,0.99997566,0.530534258
"2360","Total","23003","Aroostook","ME",41085,"B",1,1,1,0.999902641,0.999902641,0.143069247
"2361","Total","23005","Cumberland","ME",171189,"R",1,1,1,1,1,0.643750475
"2362","Total","23005","Cumberland","ME",171189,"B",1,1,1,1,1,0.456594758
"2363","Total","23007","Franklin","ME",23041,"R",1,1,1,1,1,0.707477974
"2364","Total","23007","Franklin","ME",23041,"B",1,1,1,1,1,0.278980947
"2365","Total","23009","Hancock","ME",43622,"R",1,1,1,1,1,0.611251204
"2366","Total","23009","Hancock","ME",43622,"B",1,1,1,1,1,0.212622071
"2367","Total","23011","Kennebec","ME",68947,"R",1,1,1,1,1,0.684003655
"2368","Total","23011","Kennebec","ME",68947,"B",1,1,1,1,1,0.392678434
"2369","Total","23013","Knox","ME",27341,"R",1,1,1,1,1,0.57609451
"2370","Total","23013","Knox","ME",27341,"B",1,1,1,1,1,0.441498116
"2371","Total","23015","Lincoln","ME",25421,"R",1,1,1,1,1,0.616340821
"2372","Total","23015","Lincoln","ME",25421,"B",0.999921325,0.999921325,0.999921325,0.999921325,0.999921325,0.214665041
"2373","Total","23017","Oxford","ME",38772,"R",1,1,1,1,1,0.427318684
"2374","Total","23017","Oxford","ME",38772,"B",1,1,1,1,1,0.224311359
"2375","Total","23019","Penobscot","ME",81188,"R",1,1,1,1,1,0.713134946
"2376","Total","23019","Penobscot","ME",81188,"B",1,1,1,1,1,0.459279697
"2377","Total","23021","Piscataquis","ME",15256,"R",1,1,1,1,1,0.740757735
"2378","Total","23021","Piscataquis","ME",15256,"B",1,1,1,1,1,0.609596224
"2379","Total","23023","Sagadahoc","ME",20886,"R",1,1,1,1,1,0.8616298
"2380","Total","23023","Sagadahoc","ME",20886,"B",1,1,1,1,1,0.707315905
"2381","Total","23025","Somerset","ME",31669,"R",1,1,1,1,1,0.882819161
"2382","Total","23025","Somerset","ME",31669,"B",1,1,1,1,1,0.491363794
"2383","Total","23027","Waldo","ME",23335,"R",1,1,1,0.999957146,0.999957146,0.657381616
"2384","Total","23027","Waldo","ME",23335,"B",1,1,1,0.999957146,0.999957146,0.397557317
"2385","Total","23029","Washington","ME",22320,"R",1,1,1,0.999820789,0.999820789,0.462231183
"2386","Total","23029","Washington","ME",22320,"B",1,1,1,0.99968638,0.99968638,0.131048387
"2387","Total","23031","York","ME",128044,"R",1,1,1,0.99999219,0.99999219,0.656001062
"2388","Total","23031","York","ME",128044,"B",1,1,1,0.99999219,0.99999219,0.455476243
"2389","Total","24001","Allegany","MD",35671,"R",1,1,1,0.999943932,0.999943932,0.334165008
"2390","Total","24001","Allegany","MD",35671,"B",1,1,1,0.999943932,0.999943932,0.233046452
"2391","Total","24003","Anne Arundel","MD",256742,"R",1,1,1,0.999851991,0.999754617,0.721642739
"2392","Total","24003","Anne Arundel","MD",256742,"B",1,1,1,0.999937681,0.999820832,0.726125838
"2393","Total","24005","Baltimore","MD",373636,"R",1,1,1,0.999997324,0.999997324,0.691314541
"2394","Total","24005","Baltimore","MD",373636,"B",1,1,1,0.999997324,0.999997324,0.699689002
"2395","Total","24009","Calvert","MD",38517,"R",1,1,1,1,1,0.529610302
"2396","Total","24009","Calvert","MD",38517,"B",1,1,1,1,1,0.529636265
"2397","Total","24011","Caroline","MD",15123,"R",1,1,1,1,1,0.684586392
"2398","Total","24011","Caroline","MD",15123,"B",1,1,1,1,1,0.686107254
"2399","Total","24013","Carroll","MD",72328,"R",1,1,1,0.999944696,0.999944696,0.700765955
"2400","Total","24013","Carroll","MD",72328,"B",1,1,1,0.999944696,0.999944696,0.709213583
"2401","Total","24015","Cecil","MD",48759,"R",1,1,1,0.987345926,0.771057651,0.402469288
"2402","Total","24015","Cecil","MD",48759,"B",1,1,1,0.961237925,0.743144855,0.556307553
"2403","Total","24017","Charles","MD",70302,"R",1,1,1,1,1,0.840146795
"2404","Total","24017","Charles","MD",70302,"B",1,1,1,1,1,0.84026059
"2405","Total","24019","Dorchester","MD",18218,"R",1,1,1,1,1,0.269129432
"2406","Total","24019","Dorchester","MD",18218,"B",1,1,1,1,1,0.263146339
"2407","Total","24021","Frederick","MD",120884,"R",1,1,1,0.999983455,0.999983455,0.79168459
"2408","Total","24021","Frederick","MD",120884,"B",1,1,1,0.999983455,0.999983455,0.819711459
"2409","Total","24023","Garrett","MD",20642,"R",1,1,1,0.999854665,0.999854665,0.531198527
"2410","Total","24023","Garrett","MD",20642,"B",1,1,1,0.999854665,0.999854665,0.531198527
"2411","Total","24025","Harford","MD",114040,"R",1,1,1,0.999991231,0.999991231,0.377718344
"2412","Total","24025","Harford","MD",114040,"B",1,1,1,0.999991231,0.999991231,0.45917222
"2413","Total","24027","Howard","MD",135661,"R",1,1,1,0.999904173,0.99988943,0.668445611
"2414","Total","24027","Howard","MD",135661,"B",1,1,1,0.999941029,0.999933658,0.683999086
"2415","Total","24029","Kent","MD",11905,"R",1,1,1,1,1,0.846451071
"2416","Total","24029","Kent","MD",11905,"B",1,1,1,1,1,0.845527089
"2417","Total","24031","Montgomery","MD",423065,"R",1,1,1,0.999966908,0.999957453,0.887246641
"2418","Total","24031","Montgomery","MD",423065,"B",1,1,1,0.999973999,0.999957453,0.888036117
"2419","Total","24033","Prince George's","MD",391470,"R",1,1,1,0.999678136,0.999596393,0.94678264
"2420","Total","24033","Prince George's","MD",391470,"B",1,1,1,0.999793088,0.999747107,0.951235088
"2421","Total","24035","Queen Anne's","MD",25299,"R",1,1,1,1,1,0.756551642
"2422","Total","24035","Queen Anne's","MD",25299,"B",1,1,1,1,1,0.755128661
"2423","Total","24037","St. Mary's","MD",50034,"R",1,1,1,1,1,0.423851781
"2424","Total","24037","St. Mary's","MD",50034,"B",1,1,1,1,1,0.41951473
"2425","Total","24039","Somerset","MD",12079,"R",1,1,1,1,1,0.421806441
"2426","Total","24039","Somerset","MD",12079,"B",1,1,1,1,1,0.429091812
"2427","Total","24041","Talbot","MD",22435,"R",1,1,1,1,1,0.719277914
"2428","Total","24041","Talbot","MD",22435,"B",1,1,1,1,1,0.670737687
"2429","Total","24043","Washington","MD",70142,"R",1,1,1,0.999971486,0.999971486,0.721906989
"2430","Total","24043","Washington","MD",70142,"B",1,1,1,0.999971486,0.999971486,0.72470132
"2431","Total","24045","Wicomico","MD",48764,"R",1,1,1,1,1,0.348576819
"2432","Total","24045","Wicomico","MD",48764,"B",1,1,1,1,1,0.354667378
"2433","Total","24047","Worcester","MD",61457,"R",1,1,1,1,1,0.708560457
"2434","Total","24047","Worcester","MD",61457,"B",1,1,1,1,1,0.710773386
"2435","Total","24510","Baltimore city","MD",317127,"R",1,1,1,1,1,0.967123581
"2436","Total","24510","Baltimore city","MD",317127,"B",1,1,1,1,1,0.981587818
"2437","Total","25001","Barnstable","MA",179940,"R",1,1,1,1,1,0.619595421
"2438","Total","25001","Barnstable","MA",179940,"B",1,1,1,1,1,0.621757252
"2439","Total","25003","Berkshire","MA",77539,"R",1,1,1,1,1,0.293452327
"2440","Total","25003","Berkshire","MA",77539,"B",1,1,1,1,1,0.297695353
"2441","Total","25005","Bristol","MA",266929,"R",1,1,1,1,1,0.612140307
"2442","Total","25005","Bristol","MA",266929,"B",1,1,1,1,1,0.613200514
"2443","Total","25007","Dukes","MA",19798,"R",1,1,1,1,1,0.439185776
"2444","Total","25007","Dukes","MA",19798,"B",1,1,1,1,1,0.439539347
"2445","Total","25009","Essex","MA",361794,"R",1,1,1,1,1,0.687120295
"2446","Total","25009","Essex","MA",361794,"B",1,1,1,1,1,0.695127614
"2447","Total","25011","Franklin","MA",38617,"R",1,1,1,1,1,0.701944739
"2448","Total","25011","Franklin","MA",38617,"B",1,1,1,1,1,0.70393868
"2449","Total","25013","Hampden","MA",215996,"R",1,1,1,1,1,0.82514491
"2450","Total","25013","Hampden","MA",215996,"B",1,1,1,1,1,0.835015463
