"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Rural","51023","Botetourt","VA",10477,"R",1,1,1,0.999713658,0.767872483,0.546530495,"_2024"
"Rural","51023","Botetourt","VA",10477,"B",1,1,1,0.999713658,0.492984633,0.138493844,"_2024"
"Rural","51025","Brunswick","VA",10048,"R",1,1,1,0.999800955,0.509255573,0.327627389,"_2024"
"Rural","51025","Brunswick","VA",10048,"B",1,1,1,0.999800955,0.509852707,0.328821656,"_2024"
"Rural","51027","Buchanan","VA",12097,"R",1,1,1,0.999504009,0.906836406,0.623956353,"_2024"
"Rural","51027","Buchanan","VA",12097,"B",1,1,1,0.999504009,0.706042821,0.623791023,"_2024"
"Rural","51029","Buckingham","VA",9525,"R",1,1,1,1,0.790866142,0.577532808,"_2024"
"Rural","51029","Buckingham","VA",9525,"B",1,1,1,1,0.790866142,0.577532808,"_2024"
"Rural","51031","Campbell","VA",17779,"R",1,1,1,0.999943754,0.593677935,0.255244952,"_2024"
"Rural","51031","Campbell","VA",17779,"B",1,1,1,0.999943754,0.594634119,0.256201136,"_2024"
"Rural","51033","Caroline","VA",14560,"R",1,1,1,0.999862637,0.508379121,0.174587912,"_2024"
"Rural","51033","Caroline","VA",14560,"B",1,1,1,0.999519231,0.453296703,0.15103022,"_2024"
"Rural","51035","Carroll","VA",21492,"R",1,1,1,0.999860413,0.420063279,0.023171413,"_2024"
"Rural","51035","Carroll","VA",21492,"B",1,1,1,0.999534711,0.386748558,0.023776289,"_2024"
"Rural","51036","Charles City","VA",3798,"R",1,1,1,1,0.682991048,0.000263296,"_2024"
"Rural","51036","Charles City","VA",3798,"B",1,1,1,1,0.682991048,0.000789889,"_2024"
"Rural","51037","Charlotte","VA",8144,"R",1,1,1,0.99987721,0.800221022,0.713040275,"_2024"
"Rural","51037","Charlotte","VA",8144,"B",1,1,1,0.99987721,0.800343811,0.713163065,"_2024"
"Rural","51041","Chesterfield","VA",13404,"R",1,1,1,1,0.946956132,0.000149209,"_2024"
"Rural","51041","Chesterfield","VA",13404,"B",1,1,1,1,0.946956132,0.001641301,"_2024"
"Rural","51043","Clarke","VA",7652,"R",0.999869315,0.999869315,0.999869315,0.998039728,0.553450078,0.440538421,"_2024"
"Rural","51043","Clarke","VA",7652,"B",1,1,1,0.998039728,0.553711448,0.44106116,"_2024"
"Rural","51045","Craig","VA",3376,"R",1,1,1,0.998518957,0.033471564,0.033471564,"_2024"
"Rural","51045","Craig","VA",3376,"B",1,1,1,0.998518957,0.033767773,0.033767773,"_2024"
"Rural","51047","Culpeper","VA",12747,"R",1,1,1,0.998744803,0.673178003,0.299050757,"_2024"
"Rural","51047","Culpeper","VA",12747,"B",1,1,1,0.998744803,0.673178003,0.300384404,"_2024"
"Rural","51049","Cumberland","VA",5354,"R",1,1,1,0.999813224,0.538102353,0.522786702,"_2024"
"Rural","51049","Cumberland","VA",5354,"B",1,1,1,0.999813224,0.538102353,0.522786702,"_2024"
"Rural","51051","Dickenson","VA",10016,"R",1,1,1,1,0.748602236,0.646265974,"_2024"
"Rural","51051","Dickenson","VA",10016,"B",1,1,1,1,0.732727636,0.629492812,"_2024"
"Rural","51053","Dinwiddie","VA",10134,"R",1,1,1,0.999605289,0.353068877,0.036412078,"_2024"
"Rural","51053","Dinwiddie","VA",10134,"B",1,1,1,0.999605289,0.353167555,0.036510756,"_2024"
"Rural","51057","Essex","VA",6807,"R",1,1,1,1,0.393271632,0.001028353,"_2024"
"Rural","51057","Essex","VA",6807,"B",1,1,1,1,0.074775966,0.001028353,"_2024"
"Rural","51059","Fairfax","VA",6461,"R",1,1,1,0.999845225,0.940256926,0.197183099,"_2024"
"Rural","51059","Fairfax","VA",6461,"B",1,1,1,0.999845225,0.828509519,0.196563999,"_2024"
"Rural","51061","Fauquier","VA",19058,"R",1,1,1,0.998478329,0.462955189,0.13799979,"_2024"
"Rural","51061","Fauquier","VA",19058,"B",1,1,1,0.964162032,0.463165075,0.138524504,"_2024"
"Rural","51063","Floyd","VA",10539,"R",1,1,1,1,0.862036246,0.861277161,"_2024"
"Rural","51063","Floyd","VA",10539,"B",1,1,1,1,0.861277161,0.861277161,"_2024"
"Rural","51065","Fluvanna","VA",8006,"R",1,1,1,0.999875094,0.919185611,0.860729453,"_2024"
"Rural","51065","Fluvanna","VA",8006,"B",1,1,1,0.999875094,0.919185611,0.861229078,"_2024"
"Rural","51067","Franklin","VA",29738,"R",1,1,1,0.999562849,0.62401641,0.045295581,"_2024"
"Rural","51067","Franklin","VA",29738,"B",1,1,1,0.999562849,0.626740198,0.049532585,"_2024"
"Rural","51069","Frederick","VA",18163,"R",1,1,1,0.999284259,0.534768485,0.280350162,"_2024"
"Rural","51069","Frederick","VA",18163,"B",1,1,1,0.999119088,0.53504377,0.280955789,"_2024"
"Rural","51071","Giles","VA",10062,"R",1,1,1,1,0.647286822,0.155436295,"_2024"
"Rural","51071","Giles","VA",10062,"B",1,1,1,1,0.281653747,0.159709799,"_2024"
"Rural","51073","Gloucester","VA",14148,"R",1,1,1,0.999929319,0.646805202,0.116765621,"_2024"
"Rural","51073","Gloucester","VA",14148,"B",1,1,1,0.999929319,0.093864857,0.029686175,"_2024"
"Rural","51075","Goochland","VA",11742,"R",1,1,1,0.999744507,0.721938341,0.19988077,"_2024"
"Rural","51075","Goochland","VA",11742,"B",1,1,1,0.999744507,0.721938341,0.199965934,"_2024"
"Rural","51077","Grayson","VA",11136,"R",1,1,1,0.999910201,0.552711925,0.29454023,"_2024"
"Rural","51077","Grayson","VA",11136,"B",1,1,1,0.999910201,0.394037356,0.100215517,"_2024"
"Rural","51079","Greene","VA",9588,"R",1,1,1,0.999791406,0.898623279,0.286086775,"_2024"
"Rural","51079","Greene","VA",9588,"B",1,1,1,0.999791406,0.898623279,0.286295369,"_2024"
"Rural","51081","Greensville","VA",4232,"R",1,1,1,0.999763705,0.531190926,0.487003781,"_2024"
"Rural","51081","Greensville","VA",4232,"B",1,1,1,0.999763705,0.45463138,0.411862004,"_2024"
"Rural","51083","Halifax","VA",18295,"R",1,1,1,1,0.529379612,0.338015851,"_2024"
"Rural","51083","Halifax","VA",18295,"B",1,1,1,1,0.529379612,0.338070511,"_2024"
"Rural","51085","Hanover","VA",18197,"R",1,1,1,0.997801835,0.459636204,0.025883387,"_2024"
"Rural","51085","Hanover","VA",18197,"B",1,1,1,0.997691927,0.459636204,0.026158158,"_2024"
"Rural","51087","Henrico","VA",5703,"R",1,1,1,1,0.909871997,0.017183938,"_2024"
"Rural","51087","Henrico","VA",5703,"B",1,1,1,1,0.909871997,0.017885324,"_2024"
"Rural","51089","Henry","VA",20331,"R",1,1,1,0.999852442,0.813880281,0.061088977,"_2024"
"Rural","51089","Henry","VA",20331,"B",1,1,1,0.999852442,0.811568541,0.059760956,"_2024"
"Rural","51091","Highland","VA",2379,"R",1,1,1,0.992433796,0.224464061,0.224464061,"_2024"
"Rural","51091","Highland","VA",2379,"B",1,1,1,0.992433796,0.224464061,0.224464061,"_2024"
"Rural","51093","Isle of Wight","VA",12104,"R",1,1,1,1,0.848892928,0.174239921,"_2024"
"Rural","51093","Isle of Wight","VA",12104,"B",1,1,1,1,0.129957039,0.017680106,"_2024"
"Rural","51095","James City","VA",5516,"R",1,1,1,1,0.835569253,0.550942712,"_2024"
"Rural","51095","James City","VA",5516,"B",1,1,1,1,0.158992023,0.094633793,"_2024"
"Rural","51097","King and Queen","VA",4075,"R",1,1,1,1,0.913374233,0,"_2024"
"Rural","51097","King and Queen","VA",4075,"B",1,1,1,1,0.911411043,0.000245399,"_2024"
"Rural","51099","King George","VA",12324,"R",1,1,1,0.99967543,0.677296332,0.058909445,"_2024"
"Rural","51099","King George","VA",12324,"B",1,1,1,0.999107433,0.179324895,0.059234015,"_2024"
"Rural","51101","King William","VA",8895,"R",1,1,1,1,0.514446318,0.262844295,"_2024"
"Rural","51101","King William","VA",8895,"B",1,1,1,1,0.124002248,0.047217538,"_2024"
"Rural","51103","Lancaster","VA",8868,"R",1,1,1,1,0.594722598,0.090437528,"_2024"
"Rural","51103","Lancaster","VA",8868,"B",1,1,1,1,0.184821831,0.087280108,"_2024"
"Rural","51105","Lee","VA",14620,"R",1,1,1,1,0.971956224,0.95499316,"_2024"
"Rural","51105","Lee","VA",14620,"B",1,1,1,1,0.971956224,0.95499316,"_2024"
"Rural","51107","Loudoun","VA",20327,"R",0.999950804,0.999950804,0.999950804,0.996654696,0.644364638,0.045161608,"_2024"
"Rural","51107","Loudoun","VA",20327,"B",0.999950804,0.999950804,0.999950804,0.996556304,0.660599203,0.106459389,"_2024"
"Rural","51109","Louisa","VA",20246,"R",1,1,1,0.99960486,0.840956238,0.691593401,"_2024"
"Rural","51109","Louisa","VA",20246,"B",1,1,1,0.99960486,0.840956238,0.691988541,"_2024"
"Rural","51111","Lunenburg","VA",7128,"R",1,1,1,1,0.459315376,0.320566779,"_2024"
"Rural","51111","Lunenburg","VA",7128,"B",1,1,1,1,0.459736251,0.320987654,"_2024"
"Rural","51113","Madison","VA",8022,"R",1,1,1,0.998379456,0.499376714,0.161306407,"_2024"
"Rural","51113","Madison","VA",8022,"B",1,1,1,0.998379456,0.499376714,0.162926951,"_2024"
"Rural","51115","Mathews","VA",6201,"R",1,1,1,1,0.611836801,0.020803096,"_2024"
"Rural","51115","Mathews","VA",6201,"B",1,1,1,1,0.127398807,0.0022577,"_2024"
"Rural","51117","Mecklenburg","VA",20634,"R",1,1,1,0.999806145,0.716681206,0.491567316,"_2024"
"Rural","51117","Mecklenburg","VA",20634,"B",1,1,1,0.999757681,0.716923524,0.491809635,"_2024"
"Rural","51119","Middlesex","VA",8809,"R",1,1,1,0.99988648,0.622999205,0.015325236,"_2024"
"Rural","51119","Middlesex","VA",8809,"B",1,1,1,0.99988648,0.148825065,0.001248723,"_2024"
"Rural","51121","Montgomery","VA",14915,"R",1,1,1,0.998055649,0.630238015,0.167817633,"_2024"
"Rural","51121","Montgomery","VA",14915,"B",1,1,1,0.997988602,0.625678847,0.114314449,"_2024"
"Rural","51125","Nelson","VA",10724,"R",1,1,1,1,0.975848564,0.975848564,"_2024"
"Rural","51125","Nelson","VA",10724,"B",1,1,1,1,0.971279373,0.971279373,"_2024"
"Rural","51127","New Kent","VA",11325,"R",1,1,1,0.999381898,0.622604857,0.338896247,"_2024"
"Rural","51127","New Kent","VA",11325,"B",1,1,1,0.999381898,0.073465784,0.020573951,"_2024"
"Rural","51131","Northampton","VA",8958,"R",1,1,1,0.999665104,0.664768922,0.000893056,"_2024"
"Rural","51131","Northampton","VA",8958,"B",1,1,1,0.999665104,0.831658852,0.818039741,"_2024"
"Rural","51133","Northumberland","VA",10354,"R",1,1,1,0.999710257,0.600540854,0.070890477,"_2024"
"Rural","51133","Northumberland","VA",10354,"B",1,1,1,0.999710257,0.20784238,0.070890477,"_2024"
"Rural","51135","Nottoway","VA",8893,"R",1,1,1,1,0.460249635,0.105026425,"_2024"
"Rural","51135","Nottoway","VA",8893,"B",1,1,1,1,0.465984482,0.110761273,"_2024"
"Rural","51137","Orange","VA",10241,"R",1,0.999902353,0.999902353,0.999804707,0.885753344,0.659798848,"_2024"
"Rural","51137","Orange","VA",10241,"B",1,0.999902353,0.999902353,0.999804707,0.885753344,0.659798848,"_2024"
"Rural","51139","Page","VA",12013,"R",1,1,1,0.999334055,0.492799467,0,"_2024"
"Rural","51139","Page","VA",12013,"B",1,1,1,0.999334055,0.49288271,0.000416216,"_2024"
"Rural","51141","Patrick","VA",13300,"R",1,1,1,0.999699248,0.332932331,0.117368421,"_2024"
"Rural","51141","Patrick","VA",13300,"B",1,1,1,0.999699248,0.252481203,0.044210526,"_2024"
"Rural","51143","Pittsylvania","VA",30928,"R",1,1,1,0.999903001,0.663702794,0.257501293,"_2024"
"Rural","51143","Pittsylvania","VA",30928,"B",1,1,1,0.999903001,0.663573461,0.257274961,"_2024"
"Rural","51145","Powhatan","VA",12861,"R",1,1,1,0.999922246,0.799082497,0.107301143,"_2024"
"Rural","51145","Powhatan","VA",12861,"B",1,1,1,0.999922246,0.799160252,0.108000933,"_2024"
"Rural","51147","Prince Edward","VA",8068,"R",1,1,1,1,0.765617253,0.701289043,"_2024"
"Rural","51147","Prince Edward","VA",8068,"B",1,1,1,1,0.766484879,0.702156668,"_2024"
"Rural","51149","Prince George","VA",9959,"R",1,1,1,0.999899588,0.924088764,0.565518626,"_2024"
"Rural","51149","Prince George","VA",9959,"B",1,1,1,0.999899588,0.924088764,0.566221508,"_2024"
"Rural","51153","Prince William","VA",11321,"R",1,1,1,1,0.925359951,0.026234432,"_2024"
"Rural","51153","Prince William","VA",11321,"B",1,1,1,1,0.925359951,0.026234432,"_2024"
"Rural","51155","Pulaski","VA",9267,"R",1,1,1,0.999244631,0.532426891,0.004424301,"_2024"
"Rural","51155","Pulaski","VA",9267,"B",1,1,1,0.999244631,0.534369267,0.006474587,"_2024"
"Rural","51157","Rappahannock","VA",4535,"R",0.999779493,0.999779493,0.999779493,0.995810364,0.386328556,0.053142227,"_2024"
"Rural","51157","Rappahannock","VA",4535,"B",0.999779493,0.999779493,0.999779493,0.856670342,0.386328556,0.053362734,"_2024"
"Rural","51159","Richmond","VA",4548,"R",1,1,1,1,0.537598945,0.171943712,"_2024"
"Rural","51159","Richmond","VA",4548,"B",1,1,1,1,0.248460862,0.171943712,"_2024"
"Rural","51161","Roanoke","VA",8525,"R",1,1,1,1,0.828973607,0.303929619,"_2024"
"Rural","51161","Roanoke","VA",8525,"B",1,1,1,0.999882698,0.376422287,0.116950147,"_2024"
"Rural","51163","Rockbridge","VA",12406,"R",1,1,1,1,0.766483959,0.570610995,"_2024"
"Rural","51163","Rockbridge","VA",12406,"B",1,1,1,1,0.766483959,0.570691601,"_2024"
"Rural","51165","Rockingham","VA",25081,"R",1,1,1,0.999681033,0.573980304,0.084366652,"_2024"
"Rural","51165","Rockingham","VA",25081,"B",1,1,1,0.999681033,0.574418883,0.085682389,"_2024"
"Rural","51167","Russell","VA",17561,"R",1,1,1,0.999544445,0.95017368,0.864187689,"_2024"
"Rural","51167","Russell","VA",17561,"B",1,1,1,0.999544445,0.950116736,0.864130744,"_2024"
"Rural","51169","Scott","VA",15399,"R",1,1,1,1,0.95843886,0.957659588,"_2024"
"Rural","51169","Scott","VA",15399,"B",1,1,1,1,0.958244042,0.957659588,"_2024"
"Rural","51171","Shenandoah","VA",18694,"R",1,1,1,1,0.804910667,0.19589173,"_2024"
"Rural","51171","Shenandoah","VA",18694,"B",1,1,1,1,0.813095111,0.204076174,"_2024"
"Rural","51173","Smyth","VA",13805,"R",1,1,1,1,0.992466498,0.988844622,"_2024"
"Rural","51173","Smyth","VA",13805,"B",1,1,1,1,0.992466498,0.988844622,"_2024"
"Rural","51175","Southampton","VA",9716,"R",1,1,1,1,0.827809798,0.43546727,"_2024"
"Rural","51175","Southampton","VA",9716,"B",1,1,1,0.999382462,0.150473446,0.066076575,"_2024"
"Rural","51177","Spotsylvania","VA",21408,"R",1,0.999906577,0.999906577,0.999205904,0.758781764,0.173159567,"_2024"
"Rural","51177","Spotsylvania","VA",21408,"B",1,1,1,0.999205904,0.759342302,0.174374066,"_2024"
"Rural","51179","Stafford","VA",13383,"R",1,1,1,1,0.857580513,0.351042367,"_2024"
"Rural","51179","Stafford","VA",13383,"B",1,1,1,1,0.81969663,0.318912053,"_2024"
"Rural","51181","Surry","VA",4333,"R",1,1,1,1,0.940918532,0.940918532,"_2024"
"Rural","51181","Surry","VA",4333,"B",1,1,1,1,0.939764597,0.939764597,"_2024"
"Rural","51183","Sussex","VA",5971,"R",1,1,1,1,0.766538268,0.501925976,"_2024"
"Rural","51183","Sussex","VA",5971,"B",1,1,1,1,0.568748953,0.501256071,"_2024"
"Rural","51185","Tazewell","VA",12689,"R",1,1,1,1,0.844826227,0.573725274,"_2024"
"Rural","51185","Tazewell","VA",12689,"B",1,1,1,1,0.660256915,0.573173615,"_2024"
"Rural","51187","Warren","VA",11720,"R",1,1,1,0.999744027,0.765443686,0.086433447,"_2024"
"Rural","51187","Warren","VA",11720,"B",1,1,1,0.999744027,0.765870307,0.087372014,"_2024"
"Rural","51191","Washington","VA",21057,"R",1,1,1,1,0.970366149,0.943296766,"_2024"
"Rural","51191","Washington","VA",21057,"B",1,1,1,1,0.970223679,0.943296766,"_2024"
"Rural","51193","Westmoreland","VA",10390,"R",1,1,1,0.999903754,0.712415784,0.026852743,"_2024"
"Rural","51193","Westmoreland","VA",10390,"B",1,1,1,0.999711261,0.199133782,0.026852743,"_2024"
"Rural","51195","Wise","VA",14409,"R",1,1,1,0.999791797,0.924977445,0.624748421,"_2024"
"Rural","51195","Wise","VA",14409,"B",1,1,1,0.999791797,0.924977445,0.624748421,"_2024"
"Rural","51197","Wythe","VA",13140,"R",1,1,1,0.999847793,0.547640791,0.411796043,"_2024"
"Rural","51197","Wythe","VA",13140,"B",1,1,1,0.999847793,0.547716895,0.411872146,"_2024"
"Rural","51199","York","VA",2681,"R",1,1,1,1,0.798582618,0.499813502,"_2024"
"Rural","51199","York","VA",2681,"B",1,1,1,1,0.312196941,0.06229019,"_2024"
"Rural","51520","Bristol city","VA",95,"R",1,1,1,1,1,1,"_2024"
"Rural","51520","Bristol city","VA",95,"B",1,1,1,1,1,1,"_2024"
"Rural","51530","Buena Vista city","VA",123,"R",1,1,1,1,0.658536585,0.170731707,"_2024"
"Rural","51530","Buena Vista city","VA",123,"B",1,1,1,1,0.658536585,0.170731707,"_2024"
"Rural","51550","Chesapeake city","VA",7327,"R",1,1,1,1,0.807424594,0.198580592,"_2024"
"Rural","51550","Chesapeake city","VA",7327,"B",1,1,1,1,0.317319503,0.0398526,"_2024"
"Rural","51580","Covington city","VA",15,"R",1,1,1,1,0.933333333,0.866666667,"_2024"
"Rural","51580","Covington city","VA",15,"B",1,1,1,1,0.866666667,0.133333333,"_2024"
"Rural","51590","Danville city","VA",884,"R",1,1,1,1,0.910633484,0.022624434,"_2024"
"Rural","51590","Danville city","VA",884,"B",1,1,1,1,0.910633484,0.022624434,"_2024"
"Rural","51595","Emporia city","VA",193,"R",1,1,1,1,0.932642487,0.481865285,"_2024"
"Rural","51595","Emporia city","VA",193,"B",1,1,1,1,0.932642487,0.481865285,"_2024"
"Rural","51620","Franklin city","VA",194,"R",1,1,1,1,0.773195876,0,"_2024"
"Rural","51620","Franklin city","VA",194,"B",1,1,1,1,0.134020619,0.005154639,"_2024"
"Rural","51640","Galax city","VA",351,"R",1,1,1,1,0.957264957,0.316239316,"_2024"
"Rural","51640","Galax city","VA",351,"B",1,1,1,1,0.957264957,0.316239316,"_2024"
"Rural","51650","Hampton city","VA",199,"R",1,1,1,1,0.844221106,0.844221106,"_2024"
"Rural","51650","Hampton city","VA",199,"B",1,1,1,1,0,0,"_2024"
"Rural","51660","Harrisonburg city","VA",153,"R",1,1,1,1,0.921568627,0,"_2024"
"Rural","51660","Harrisonburg city","VA",153,"B",1,1,1,1,0.921568627,0.013071895,"_2024"
"Rural","51670","Hopewell city","VA",6,"R",1,1,1,1,0.166666667,0,"_2024"
"Rural","51670","Hopewell city","VA",6,"B",1,1,1,1,0.166666667,0,"_2024"
"Rural","51680","Lynchburg city","VA",628,"R",1,1,1,1,0.901273885,0.664012739,"_2024"
"Rural","51680","Lynchburg city","VA",628,"B",1,1,1,1,0.902866242,0.665605096,"_2024"
"Rural","51690","Martinsville city","VA",3,"R",1,1,1,1,1,0.333333333,"_2024"
"Rural","51690","Martinsville city","VA",3,"B",1,1,1,1,1,0.333333333,"_2024"
"Rural","51700","Newport News city","VA",163,"R",1,1,1,1,0.779141104,0.018404908,"_2024"
"Rural","51700","Newport News city","VA",163,"B",1,1,1,1,0.871165644,0.098159509,"_2024"
"Rural","51720","Norton city","VA",171,"R",1,1,1,1,1,0.900584795,"_2024"
"Rural","51720","Norton city","VA",171,"B",1,1,1,1,1,0.900584795,"_2024"
"Rural","51730","Petersburg city","VA",652,"R",1,1,1,1,0.883435583,0.001533742,"_2024"
"Rural","51730","Petersburg city","VA",652,"B",1,1,1,1,0.883435583,0.001533742,"_2024"
"Rural","51735","Poquoson city","VA",427,"R",1,1,1,1,0.976580796,0,"_2024"
"Rural","51735","Poquoson city","VA",427,"B",1,1,1,1,0.974238876,0,"_2024"
"Rural","51750","Radford city","VA",296,"R",1,1,1,1,0.827702703,0,"_2024"
"Rural","51750","Radford city","VA",296,"B",1,1,1,1,0.827702703,0,"_2024"
"Rural","51760","Richmond city","VA",36,"R",1,1,1,1,0.777777778,0.111111111,"_2024"
"Rural","51760","Richmond city","VA",36,"B",1,1,1,1,0.777777778,0.138888889,"_2024"
"Rural","51770","Roanoke city","VA",4,"R",1,1,1,1,0.25,0.25,"_2024"
"Rural","51770","Roanoke city","VA",4,"B",1,1,1,1,0.25,0.25,"_2024"
"Rural","51790","Staunton city","VA",289,"R",1,1,1,1,0.757785467,0.373702422,"_2024"
"Rural","51790","Staunton city","VA",289,"B",1,1,1,1,0.757785467,0.373702422,"_2024"
"Rural","51800","Suffolk city","VA",13998,"R",1,1,1,1,0.842906129,0.263609087,"_2024"
"Rural","51800","Suffolk city","VA",13998,"B",1,1,1,1,0.211673096,0.155665095,"_2024"
"Rural","51810","Virginia Beach city","VA",3987,"R",1,1,1,1,0.776774517,0.149235014,"_2024"
"Rural","51810","Virginia Beach city","VA",3987,"B",1,1,1,1,0.302232255,0.028592927,"_2024"
"Rural","51820","Waynesboro city","VA",246,"R",1,1,1,1,0.955284553,0.715447154,"_2024"
"Rural","51820","Waynesboro city","VA",246,"B",1,1,1,1,0.947154472,0.426829268,"_2024"
"Rural","51830","Williamsburg city","VA",7,"R",1,1,1,1,0.428571429,0.428571429,"_2024"
"Rural","51830","Williamsburg city","VA",7,"B",1,1,1,1,0.285714286,0.285714286,"_2024"
"Rural","53001","Adams","WA",4830,"R",1,1,1,1,0.634782609,0.013250518,"_2024"
"Rural","53001","Adams","WA",4830,"B",1,1,1,1,0.632919255,0.632919255,"_2024"
"Rural","53003","Asotin","WA",1011,"R",1,1,1,1,0.160237389,0.021760633,"_2024"
"Rural","53003","Asotin","WA",1011,"B",1,1,1,1,0.161226508,0.021760633,"_2024"
"Rural","53005","Benton","WA",12515,"R",1,1,1,1,0.791130643,0.104594487,"_2024"
"Rural","53005","Benton","WA",12515,"B",1,1,1,1,0.77746704,0.769556532,"_2024"
"Rural","53007","Chelan","WA",16904,"R",1,1,1,1,0.728052532,0.64493611,"_2024"
"Rural","53007","Chelan","WA",16904,"B",1,1,1,1,0.183920965,0.087908187,"_2024"
"Rural","53009","Clallam","WA",15929,"R",1,1,1,0.998869986,0.212254379,0.044384456,"_2024"
"Rural","53009","Clallam","WA",15929,"B",1,1,1,0.77544102,0.213196058,0.04551447,"_2024"
"Rural","53011","Clark","WA",28247,"R",1,1,1,0.999610578,0.516302616,0.191737176,"_2024"
"Rural","53011","Clark","WA",28247,"B",0.999964598,0.999964598,0.999964598,0.542995716,0.504761568,0.191772578,"_2024"
"Rural","53013","Columbia","WA",3143,"R",1,1,1,1,0.64015272,0.622971683,"_2024"
"Rural","53013","Columbia","WA",3143,"B",1,1,1,1,0.614381164,0.611835826,"_2024"
"Rural","53015","Cowlitz","WA",17361,"R",1,1,1,0.999884799,0.471228616,0.069293243,"_2024"
"Rural","53015","Cowlitz","WA",17361,"B",1,1,1,0.510339266,0.471228616,0.069293243,"_2024"
"Rural","53017","Douglas","WA",6918,"R",1,1,1,1,0.820468343,0.802110437,"_2024"
"Rural","53017","Douglas","WA",6918,"B",1,1,1,1,0.805290546,0.801965886,"_2024"
"Rural","53019","Ferry","WA",5329,"R",1,1,1,1,0.139613436,0.099080503,"_2024"
"Rural","53019","Ferry","WA",5329,"B",1,1,1,0.98705198,0.141677613,0.101519985,"_2024"
"Rural","53021","Franklin","WA",4658,"R",1,1,1,1,0.921854873,0.035637613,"_2024"
"Rural","53021","Franklin","WA",4658,"B",1,1,1,1,0.920352082,0.920352082,"_2024"
"Rural","53023","Garfield","WA",1747,"R",1,1,1,1,0.536348025,0.536348025,"_2024"
"Rural","53023","Garfield","WA",1747,"B",1,1,1,1,0.527189468,0.527189468,"_2024"
"Rural","53025","Grant","WA",21961,"R",1,1,1,1,0.885569874,0.883748463,"_2024"
"Rural","53025","Grant","WA",21961,"B",1,1,1,1,0.429033286,0.428532398,"_2024"
"Rural","53027","Grays Harbor","WA",16496,"R",1,1,1,1,0.700957808,0.050982056,"_2024"
"Rural","53027","Grays Harbor","WA",16496,"B",1,1,1,0.838688167,0.701018429,0.051103298,"_2024"
"Rural","53029","Island","WA",24250,"R",1,1,1,0.99971134,0.76243299,0.199505155,"_2024"
"Rural","53029","Island","WA",24250,"B",1,1,1,0.753443299,0.728742268,0.091298969,"_2024"
"Rural","53031","Jefferson","WA",13067,"R",1,1,1,0.999846943,0.585520778,0.124052958,"_2024"
"Rural","53031","Jefferson","WA",13067,"B",1,1,1,0.623325936,0.580852529,0.117241907,"_2024"
"Rural","53033","King","WA",37358,"R",1,1,1,0.999678784,0.726457519,0.477782537,"_2024"
"Rural","53033","King","WA",37358,"B",1,1,1,0.772659136,0.726537823,0.477862841,"_2024"
"Rural","53035","Kitsap","WA",23567,"R",1,1,1,1,0.789960538,0.389824755,"_2024"
"Rural","53035","Kitsap","WA",23567,"B",1,0.999957568,0.999957568,0.756778546,0.742775915,0.334578012,"_2024"
"Rural","53037","Kittitas","WA",19157,"R",1,1,1,1,0.865740982,0.005950827,"_2024"
"Rural","53037","Kittitas","WA",19157,"B",1,1,1,0.989768753,0.59998956,0.001618207,"_2024"
"Rural","53039","Klickitat","WA",10113,"R",1,1,1,0.999505587,0.28013448,0.138534559,"_2024"
"Rural","53039","Klickitat","WA",10113,"B",1,1,1,0.999505587,0.14496193,0.139127855,"_2024"
"Rural","53041","Lewis","WA",26544,"R",1,1,1,0.99988698,0.387997288,0.199329415,"_2024"
"Rural","53041","Lewis","WA",26544,"B",1,1,1,0.557979204,0.388072634,0.199706148,"_2024"
"Rural","53043","Lincoln","WA",7809,"R",1,1,1,1,0.090920732,0.080035856,"_2024"
"Rural","53043","Lincoln","WA",7809,"B",1,1,1,0.50582661,0.095274683,0.084389807,"_2024"
"Rural","53045","Mason","WA",27298,"R",1,1,1,0.998754488,0.566158693,0.306139644,"_2024"
"Rural","53045","Mason","WA",27298,"B",1,1,1,0.805333724,0.566158693,0.306139644,"_2024"
"Rural","53047","Okanogan","WA",21622,"R",1,1,1,0.999630006,0.20456017,0.060216446,"_2024"
"Rural","53047","Okanogan","WA",21622,"B",1,1,1,0.996253816,0.089769679,0.060262695,"_2024"
"Rural","53049","Pacific","WA",9605,"R",1,1,1,1,0.727225403,0.090473712,"_2024"
"Rural","53049","Pacific","WA",9605,"B",1,1,1,0.88443519,0.504945341,0.020614263,"_2024"
"Rural","53051","Pend Oreille","WA",9886,"R",1,1,1,1,0.17620878,0.131903702,"_2024"
"Rural","53051","Pend Oreille","WA",9886,"B",1,1,1,0.443556545,0.17782723,0.134027918,"_2024"
"Rural","53053","Pierce","WA",30389,"R",1,0.999967093,0.999967093,0.998914081,0.510414953,0.183651979,"_2024"
"Rural","53053","Pierce","WA",30389,"B",1,0.999967093,0.999967093,0.520780546,0.489815394,0.12942183,"_2024"
"Rural","53055","San Juan","WA",12978,"R",1,1,1,0.999460626,0.303282478,0.296424719,"_2024"
"Rural","53055","San Juan","WA",12978,"B",1,1,1,0.772152874,0.303282478,0.296424719,"_2024"
"Rural","53057","Skagit","WA",28183,"R",1,1,1,0.999751623,0.605010112,0.138523223,"_2024"
"Rural","53057","Skagit","WA",28183,"B",1,1,1,0.694390235,0.605010112,0.13862967,"_2024"
