"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Rural","51121","Montgomery","VA",14026,"B",1,1,1,0.9981463,0.9981463,0.116497932,"_2025"
"Rural","51125","Nelson","VA",10695,"R",1,1,1,1,1,0.980084151,"_2025"
"Rural","51125","Nelson","VA",10695,"B",1,1,1,1,1,0.97428705,"_2025"
"Rural","51127","New Kent","VA",11327,"R",1,1,1,0.999911715,0.999911715,0.03451929,"_2025"
"Rural","51127","New Kent","VA",11327,"B",1,1,1,0.999382008,0.999382008,0.006444778,"_2025"
"Rural","51131","Northampton","VA",8974,"R",1,1,1,0.999888567,0.999777134,0.100624025,"_2025"
"Rural","51131","Northampton","VA",8974,"B",1,1,1,0.999888567,0.999888567,0.832739024,"_2025"
"Rural","51133","Northumberland","VA",10035,"R",1,1,1,0.999900349,0.999900349,0.224713503,"_2025"
"Rural","51133","Northumberland","VA",10035,"B",1,1,1,0.999900349,0.999900349,0.224912805,"_2025"
"Rural","51135","Nottoway","VA",8091,"R",1,1,1,1,1,0.516129032,"_2025"
"Rural","51135","Nottoway","VA",8091,"B",1,1,1,1,1,0.516129032,"_2025"
"Rural","51137","Orange","VA",10054,"R",1,1,1,0.999900537,0.999701611,0.761189576,"_2025"
"Rural","51137","Orange","VA",10054,"B",1,1,1,0.999900537,0.999701611,0.761189576,"_2025"
"Rural","51139","Page","VA",11245,"R",1,1,1,0.999288573,0.999288573,0.018941752,"_2025"
"Rural","51139","Page","VA",11245,"B",1,1,1,0.999288573,0.999288573,0.01903068,"_2025"
"Rural","51141","Patrick","VA",12146,"R",1,1,1,0.999670673,0.999670673,0.159064713,"_2025"
"Rural","51141","Patrick","VA",12146,"B",1,1,1,0.999670673,0.999670673,0.1644986,"_2025"
"Rural","51143","Pittsylvania","VA",30543,"R",1,1,1,0.999869037,0.999869037,0.311953639,"_2025"
"Rural","51143","Pittsylvania","VA",30543,"B",1,1,1,0.999869037,0.999869037,0.31198638,"_2025"
"Rural","51145","Powhatan","VA",12821,"R",1,1,1,0.999922003,0.999922003,0.269947742,"_2025"
"Rural","51145","Powhatan","VA",12821,"B",1,1,1,0.999922003,0.999922003,0.270649715,"_2025"
"Rural","51147","Prince Edward","VA",7278,"R",1,1,1,1,1,0.595218467,"_2025"
"Rural","51147","Prince Edward","VA",7278,"B",1,1,1,1,1,0.595218467,"_2025"
"Rural","51149","Prince George","VA",9459,"R",1,1,1,1,1,0.600909187,"_2025"
"Rural","51149","Prince George","VA",9459,"B",1,1,1,1,1,0.601649223,"_2025"
"Rural","51153","Prince William","VA",11453,"R",1,1,1,1,1,0.178817777,"_2025"
"Rural","51153","Prince William","VA",11453,"B",1,1,1,1,1,0.26263861,"_2025"
"Rural","51155","Pulaski","VA",8670,"R",1,1,1,0.999538639,0.999192618,0.18638985,"_2025"
"Rural","51155","Pulaski","VA",8670,"B",1,1,1,0.999307958,0.999192618,0.18638985,"_2025"
"Rural","51157","Rappahannock","VA",4388,"R",0.999772106,0.999772106,0.999772106,0.995442115,0.995442115,0.23928897,"_2025"
"Rural","51157","Rappahannock","VA",4388,"B",0.999772106,0.999772106,0.999772106,0.995442115,0.995442115,0.23928897,"_2025"
"Rural","51159","Richmond","VA",4402,"R",1,1,1,1,1,0.391640164,"_2025"
"Rural","51159","Richmond","VA",4402,"B",1,1,1,1,1,0.391640164,"_2025"
"Rural","51161","Roanoke","VA",8365,"R",1,1,1,1,1,0.30209205,"_2025"
"Rural","51161","Roanoke","VA",8365,"B",1,1,1,0.999880454,0.999880454,0.126359833,"_2025"
"Rural","51163","Rockbridge","VA",11726,"R",1,1,1,1,1,0.711154699,"_2025"
"Rural","51163","Rockbridge","VA",11726,"B",1,1,1,1,1,0.71123998,"_2025"
"Rural","51165","Rockingham","VA",24107,"R",1,1,1,0.999917037,0.999668146,0.118305886,"_2025"
"Rural","51165","Rockingham","VA",24107,"B",1,1,1,0.999792591,0.999668146,0.118596258,"_2025"
"Rural","51167","Russell","VA",15298,"R",1,1,1,0.999542424,0.999542424,0.886455746,"_2025"
"Rural","51167","Russell","VA",15298,"B",1,1,1,0.999542424,0.999542424,0.886455746,"_2025"
"Rural","51169","Scott","VA",14237,"R",1,1,1,1,1,0.976469762,"_2025"
"Rural","51169","Scott","VA",14237,"B",1,1,1,1,1,0.976540001,"_2025"
"Rural","51171","Shenandoah","VA",17315,"R",1,1,1,1,1,0.386947733,"_2025"
"Rural","51171","Shenandoah","VA",17315,"B",1,1,1,1,1,0.386947733,"_2025"
"Rural","51173","Smyth","VA",12968,"R",1,1,1,1,1,0.979719309,"_2025"
"Rural","51173","Smyth","VA",12968,"B",1,1,1,1,1,0.979719309,"_2025"
"Rural","51175","Southampton","VA",9205,"R",1,1,1,1,1,0.59261271,"_2025"
"Rural","51175","Southampton","VA",9205,"B",1,1,1,1,1,0.631287344,"_2025"
"Rural","51177","Spotsylvania","VA",21111,"R",0.999952631,0.999952631,0.999952631,0.99928947,0.99928947,0.357633461,"_2025"
"Rural","51177","Spotsylvania","VA",21111,"B",0.999952631,0.999952631,0.999952631,0.99928947,0.99928947,0.358722941,"_2025"
"Rural","51179","Stafford","VA",13045,"R",1,1,1,1,1,0.614181679,"_2025"
"Rural","51179","Stafford","VA",13045,"B",1,1,1,1,1,0.578689153,"_2025"
"Rural","51181","Surry","VA",4161,"R",1,1,1,1,1,0.942802211,"_2025"
"Rural","51181","Surry","VA",4161,"B",1,1,1,1,1,0.942802211,"_2025"
"Rural","51183","Sussex","VA",5680,"R",1,1,1,1,1,0.823591549,"_2025"
"Rural","51183","Sussex","VA",5680,"B",1,1,1,1,1,0.854577465,"_2025"
"Rural","51185","Tazewell","VA",11692,"R",1,1,1,1,1,0.466729388,"_2025"
"Rural","51185","Tazewell","VA",11692,"B",1,1,1,1,1,0.476821758,"_2025"
"Rural","51187","Warren","VA",11393,"R",1,1,1,0.99973668,0.999648907,0.16571579,"_2025"
"Rural","51187","Warren","VA",11393,"B",1,1,1,0.999648907,0.999648907,0.16624243,"_2025"
"Rural","51191","Washington","VA",20210,"R",1,1,1,1,1,0.933300346,"_2025"
"Rural","51191","Washington","VA",20210,"B",1,1,1,1,1,0.933300346,"_2025"
"Rural","51193","Westmoreland","VA",10262,"R",1,1,1,1,1,0.274215553,"_2025"
"Rural","51193","Westmoreland","VA",10262,"B",1,1,1,1,1,0.274215553,"_2025"
"Rural","51195","Wise","VA",13086,"R",1,1,1,0.999770747,0.999770747,0.601253248,"_2025"
"Rural","51195","Wise","VA",13086,"B",1,1,1,0.999770747,0.999770747,0.601253248,"_2025"
"Rural","51197","Wythe","VA",11601,"R",1,1,1,0.999827601,0.999827601,0.455046979,"_2025"
"Rural","51197","Wythe","VA",11601,"B",1,1,1,0.999827601,0.999827601,0.455046979,"_2025"
"Rural","51199","York","VA",2849,"R",1,1,1,1,1,0.457704458,"_2025"
"Rural","51199","York","VA",2849,"B",1,1,1,1,1,0.036855037,"_2025"
"Rural","51520","Bristol city","VA",92,"R",1,1,1,1,1,0.989130435,"_2025"
"Rural","51520","Bristol city","VA",92,"B",1,1,1,1,1,0.989130435,"_2025"
"Rural","51530","Buena Vista city","VA",118,"R",1,1,1,1,1,0.406779661,"_2025"
"Rural","51530","Buena Vista city","VA",118,"B",1,1,1,1,1,0.406779661,"_2025"
"Rural","51550","Chesapeake city","VA",6913,"R",1,1,1,1,1,0.224504557,"_2025"
"Rural","51550","Chesapeake city","VA",6913,"B",1,1,1,1,1,0.015188775,"_2025"
"Rural","51580","Covington city","VA",12,"R",1,1,1,1,1,0.916666667,"_2025"
"Rural","51580","Covington city","VA",12,"B",1,1,1,1,1,0.833333333,"_2025"
"Rural","51590","Danville city","VA",875,"R",1,1,1,1,1,0.017142857,"_2025"
"Rural","51590","Danville city","VA",875,"B",1,1,1,1,1,0.017142857,"_2025"
"Rural","51595","Emporia city","VA",181,"R",1,1,1,1,1,0.580110497,"_2025"
"Rural","51595","Emporia city","VA",181,"B",1,1,1,1,1,0.580110497,"_2025"
"Rural","51620","Franklin city","VA",194,"R",1,1,1,1,1,0.046391753,"_2025"
"Rural","51620","Franklin city","VA",194,"B",1,1,1,1,1,0.103092784,"_2025"
"Rural","51640","Galax city","VA",315,"R",1,1,1,1,1,0.841269841,"_2025"
"Rural","51640","Galax city","VA",315,"B",1,1,1,1,1,0.841269841,"_2025"
"Rural","51650","Hampton city","VA",197,"R",1,1,1,1,1,0.898477157,"_2025"
"Rural","51650","Hampton city","VA",197,"B",1,1,1,1,1,0.005076142,"_2025"
"Rural","51660","Harrisonburg city","VA",148,"R",1,1,1,1,1,0.040540541,"_2025"
"Rural","51660","Harrisonburg city","VA",148,"B",1,1,1,1,1,0.040540541,"_2025"
"Rural","51670","Hopewell city","VA",4,"R",1,1,1,1,1,0.25,"_2025"
"Rural","51670","Hopewell city","VA",4,"B",1,1,1,1,1,0.25,"_2025"
"Rural","51680","Lynchburg city","VA",619,"R",1,1,1,1,1,0.676898223,"_2025"
"Rural","51680","Lynchburg city","VA",619,"B",1,1,1,1,1,0.676898223,"_2025"
"Rural","51690","Martinsville city","VA",3,"R",1,1,1,1,1,1,"_2025"
"Rural","51690","Martinsville city","VA",3,"B",1,1,1,1,1,1,"_2025"
"Rural","51700","Newport News city","VA",145,"R",1,1,1,1,1,0.048275862,"_2025"
"Rural","51700","Newport News city","VA",145,"B",1,1,1,1,1,0.110344828,"_2025"
"Rural","51720","Norton city","VA",153,"R",1,1,1,1,1,0.392156863,"_2025"
"Rural","51720","Norton city","VA",153,"B",1,1,1,1,1,0.392156863,"_2025"
"Rural","51730","Petersburg city","VA",639,"R",1,1,1,1,1,0.122065728,"_2025"
"Rural","51730","Petersburg city","VA",639,"B",1,1,1,1,1,0.123630673,"_2025"
"Rural","51735","Poquoson city","VA",423,"R",1,1,1,1,1,0,"_2025"
"Rural","51735","Poquoson city","VA",423,"B",1,1,1,1,1,0,"_2025"
"Rural","51750","Radford city","VA",285,"R",1,1,1,1,1,0.035087719,"_2025"
"Rural","51750","Radford city","VA",285,"B",1,1,1,1,1,0.035087719,"_2025"
"Rural","51760","Richmond city","VA",37,"R",1,1,1,1,1,0.162162162,"_2025"
"Rural","51760","Richmond city","VA",37,"B",1,1,1,1,1,0.189189189,"_2025"
"Rural","51770","Roanoke city","VA",4,"R",1,1,1,1,1,0.25,"_2025"
"Rural","51770","Roanoke city","VA",4,"B",1,1,1,1,1,0.25,"_2025"
"Rural","51790","Staunton city","VA",269,"R",1,1,1,1,1,0.457249071,"_2025"
"Rural","51790","Staunton city","VA",269,"B",1,1,1,1,1,0.457249071,"_2025"
"Rural","51800","Suffolk city","VA",13547,"R",1,1,1,1,1,0.585886174,"_2025"
"Rural","51800","Suffolk city","VA",13547,"B",1,1,1,1,1,0.594448955,"_2025"
"Rural","51810","Virginia Beach city","VA",3703,"R",1,1,1,1,1,0.248447205,"_2025"
"Rural","51810","Virginia Beach city","VA",3703,"B",1,1,1,1,1,0.018363489,"_2025"
"Rural","51820","Waynesboro city","VA",249,"R",1,1,1,1,1,0.915662651,"_2025"
"Rural","51820","Waynesboro city","VA",249,"B",1,1,1,1,1,0.449799197,"_2025"
"Rural","51830","Williamsburg city","VA",7,"R",1,1,1,1,1,1,"_2025"
"Rural","51830","Williamsburg city","VA",7,"B",1,1,1,1,1,1,"_2025"
"Rural","53001","Adams","WA",4832,"R",1,1,1,1,1,0.36589404,"_2025"
"Rural","53001","Adams","WA",4832,"B",1,1,1,1,1,0.352235099,"_2025"
"Rural","53003","Asotin","WA",1017,"R",1,1,1,1,1,0.026548673,"_2025"
"Rural","53003","Asotin","WA",1017,"B",1,1,1,1,1,0.026548673,"_2025"
"Rural","53005","Benton","WA",12348,"R",1,1,1,1,1,0.230482669,"_2025"
"Rural","53005","Benton","WA",12348,"B",1,1,1,1,1,0.238176223,"_2025"
"Rural","53007","Chelan","WA",17223,"R",1,1,1,1,1,0.742205191,"_2025"
"Rural","53007","Chelan","WA",17223,"B",1,1,1,1,1,0.743598676,"_2025"
"Rural","53009","Clallam","WA",15086,"R",1,1,1,0.998873127,0.998607981,0.006827522,"_2025"
"Rural","53009","Clallam","WA",15086,"B",1,1,1,0.998873127,0.998607981,0.007888108,"_2025"
"Rural","53011","Clark","WA",28737,"R",1,1,1,0.999617218,0.999617218,0.298882973,"_2025"
"Rural","53011","Clark","WA",28737,"B",1,1,1,0.999617218,0.999617218,0.299196158,"_2025"
"Rural","53013","Columbia","WA",2890,"R",1,1,1,1,1,0.651903114,"_2025"
"Rural","53013","Columbia","WA",2890,"B",1,1,1,1,1,0.653287197,"_2025"
"Rural","53015","Cowlitz","WA",17363,"R",1,1,1,1,0.999942406,0.097678973,"_2025"
"Rural","53015","Cowlitz","WA",17363,"B",1,1,1,0.999942406,0.999942406,0.097678973,"_2025"
"Rural","53017","Douglas","WA",6901,"R",1,1,1,1,1,0.828575569,"_2025"
"Rural","53017","Douglas","WA",6901,"B",1,1,1,1,1,0.830024634,"_2025"
"Rural","53019","Ferry","WA",5076,"R",1,1,1,1,1,0.103821907,"_2025"
"Rural","53019","Ferry","WA",5076,"B",1,1,1,1,1,0.105988968,"_2025"
"Rural","53021","Franklin","WA",4734,"R",1,1,1,1,1,0.062737643,"_2025"
"Rural","53021","Franklin","WA",4734,"B",1,1,1,1,1,0.069286016,"_2025"
"Rural","53023","Garfield","WA",1635,"R",1,1,1,1,1,0.60795107,"_2025"
"Rural","53023","Garfield","WA",1635,"B",1,1,1,1,1,0.579816514,"_2025"
"Rural","53025","Grant","WA",21027,"R",1,1,1,1,1,0.916202977,"_2025"
"Rural","53025","Grant","WA",21027,"B",1,1,1,1,1,0.580444191,"_2025"
"Rural","53027","Grays Harbor","WA",15774,"R",1,1,1,1,1,0.073158362,"_2025"
"Rural","53027","Grays Harbor","WA",15774,"B",1,1,1,1,1,0.218524154,"_2025"
"Rural","53029","Island","WA",24302,"R",1,1,1,0.999506213,0.999465065,0.245494198,"_2025"
"Rural","53029","Island","WA",24302,"B",1,1,1,0.999465065,0.999465065,0.136120484,"_2025"
"Rural","53031","Jefferson","WA",12853,"R",1,1,1,0.998832957,0.998832957,0.143779662,"_2025"
"Rural","53031","Jefferson","WA",12853,"B",1,1,1,0.998832957,0.998832957,0.119349568,"_2025"
"Rural","53033","King","WA",38762,"R",1,1,1,0.999484031,0.999355038,0.578814303,"_2025"
"Rural","53033","King","WA",38762,"B",1,1,1,0.999484031,0.999355038,0.578324132,"_2025"
"Rural","53035","Kitsap","WA",23565,"R",1,1,1,0.999872693,0.999872693,0.332527053,"_2025"
"Rural","53035","Kitsap","WA",23565,"B",1,1,1,0.999872693,0.999872693,0.277063442,"_2025"
"Rural","53037","Kittitas","WA",14189,"R",1,1,1,1,1,0.090845021,"_2025"
"Rural","53037","Kittitas","WA",14189,"B",1,1,1,1,1,0.04813588,"_2025"
"Rural","53039","Klickitat","WA",10277,"R",1,1,1,0.999513477,0.999513477,0.158801207,"_2025"
"Rural","53039","Klickitat","WA",10277,"B",1,1,1,0.999513477,0.999513477,0.159579644,"_2025"
"Rural","53041","Lewis","WA",26363,"R",1,1,1,0.999848272,0.999848272,0.221408793,"_2025"
"Rural","53041","Lewis","WA",26363,"B",1,1,1,0.999848272,0.999848272,0.221446725,"_2025"
"Rural","53043","Lincoln","WA",7769,"R",1,1,1,1,1,0.272621959,"_2025"
"Rural","53043","Lincoln","WA",7769,"B",1,1,1,1,1,0.269661475,"_2025"
"Rural","53045","Mason","WA",27355,"R",1,1,1,0.998866752,0.998866752,0.366112228,"_2025"
"Rural","53045","Mason","WA",27355,"B",1,1,1,0.998866752,0.998866752,0.366112228,"_2025"
"Rural","53047","Okanogan","WA",21643,"R",1,1,1,0.994917525,0.994917525,0.094487825,"_2025"
"Rural","53047","Okanogan","WA",21643,"B",1,1,1,0.994917525,0.994917525,0.101418472,"_2025"
"Rural","53049","Pacific","WA",9315,"R",1,1,1,1,1,0.128717123,"_2025"
"Rural","53049","Pacific","WA",9315,"B",1,1,1,1,1,0.087063875,"_2025"
"Rural","53051","Pend Oreille","WA",9644,"R",1,1,1,1,1,0.365927001,"_2025"
"Rural","53051","Pend Oreille","WA",9644,"B",1,1,1,1,1,0.367482372,"_2025"
"Rural","53053","Pierce","WA",30706,"R",0.999967433,0.999967433,0.999967433,0.999022992,0.998534488,0.262163746,"_2025"
"Rural","53053","Pierce","WA",30706,"B",0.999967433,0.999967433,0.999967433,0.998795024,0.998534488,0.208591155,"_2025"
"Rural","53055","San Juan","WA",12641,"R",1,1,1,0.999683569,0.999525354,0.337631516,"_2025"
"Rural","53055","San Juan","WA",12641,"B",1,1,1,0.999683569,0.999525354,0.337631516,"_2025"
"Rural","53057","Skagit","WA",25575,"R",1,1,1,0.999687195,0.999608993,0.266041056,"_2025"
"Rural","53057","Skagit","WA",25575,"B",1,1,1,0.999608993,0.999608993,0.266041056,"_2025"
"Rural","53059","Skamania","WA",6725,"R",1,1,1,1,1,0.087881041,"_2025"
"Rural","53059","Skamania","WA",6725,"B",1,1,1,1,1,0.08802974,"_2025"
"Rural","53061","Snohomish","WA",43334,"R",1,1,1,0.999792311,0.999792311,0.330733373,"_2025"
"Rural","53061","Snohomish","WA",43334,"B",1,1,1,0.999792311,0.999792311,0.330802603,"_2025"
"Rural","53063","Spokane","WA",36371,"R",1,1,1,1,1,0.181820681,"_2025"
"Rural","53063","Spokane","WA",36371,"B",1,1,1,1,1,0.164856617,"_2025"
"Rural","53065","Stevens","WA",24822,"R",1,1,1,1,1,0.136411248,"_2025"
"Rural","53065","Stevens","WA",24822,"B",1,1,1,1,1,0.139875917,"_2025"
"Rural","53067","Thurston","WA",27376,"R",1,1,0.999963472,0.999853887,0.999853887,0.266328171,"_2025"
"Rural","53067","Thurston","WA",27376,"B",1,1,0.999963472,0.999853887,0.999853887,0.265597604,"_2025"
"Rural","53069","Wahkiakum","WA",2766,"R",1,1,1,0.998553868,0.998553868,0.399132321,"_2025"
"Rural","53069","Wahkiakum","WA",2766,"B",1,1,1,0.998553868,0.998553868,0.227404194,"_2025"
"Rural","53071","Walla Walla","WA",6089,"R",1,1,1,1,1,0.333552307,"_2025"
"Rural","53071","Walla Walla","WA",6089,"B",1,1,1,1,1,0.342092298,"_2025"
"Rural","53073","Whatcom","WA",32897,"R",1,1,1,0.999878408,0.999878408,0.36322461,"_2025"
"Rural","53073","Whatcom","WA",32897,"B",1,1,1,0.999878408,0.999878408,0.36322461,"_2025"
"Rural","53075","Whitman","WA",11473,"R",1,1,1,1,1,0.484790377,"_2025"
"Rural","53075","Whitman","WA",11473,"B",1,1,1,1,1,0.486010634,"_2025"
"Rural","53077","Yakima","WA",30008,"R",1,1,1,1,1,0.287490003,"_2025"
"Rural","53077","Yakima","WA",30008,"B",1,1,1,1,1,0.295121301,"_2025"
"Rural","54001","Barbour","WV",8764,"R",1,1,1,0.998402556,0.998402556,0.24817435,"_2025"
"Rural","54001","Barbour","WV",8764,"B",1,1,1,0.998402556,0.998402556,0.239616613,"_2025"
"Rural","54003","Berkeley","WV",21113,"R",1,1,1,1,1,0.69123289,"_2025"
"Rural","54003","Berkeley","WV",21113,"B",1,1,1,0.999905272,0.999905272,0.420688675,"_2025"
"Rural","54005","Boone","WV",11466,"R",1,1,1,1,1,0.421245421,"_2025"
"Rural","54005","Boone","WV",11466,"B",1,1,1,0.999127856,0.999127856,0.025553811,"_2025"
"Rural","54007","Braxton","WV",7810,"R",1,1,1,0.999487836,0.999487836,0.002304738,"_2025"
"Rural","54007","Braxton","WV",7810,"B",1,1,1,0.999487836,0.999487836,0.002304738,"_2025"
"Rural","54009","Brooke","WV",4836,"R",1,1,1,0.999793218,0.999793218,0.513234078,"_2025"
"Rural","54009","Brooke","WV",4836,"B",1,1,1,0.999793218,0.999793218,0.513234078,"_2025"
"Rural","54011","Cabell","WV",10306,"R",1,1,1,0.999805938,0.999805938,0.376188628,"_2025"
"Rural","54011","Cabell","WV",10306,"B",1,1,1,0.999805938,0.999805938,0.098971473,"_2025"
"Rural","54013","Calhoun","WV",3918,"R",1,1,1,0.999744768,0.999744768,0.254721797,"_2025"
"Rural","54013","Calhoun","WV",3918,"B",1,1,1,0.999744768,0.999744768,0.257018887,"_2025"
"Rural","54015","Clay","WV",4830,"R",1,1,1,1,1,0.243064182,"_2025"
"Rural","54015","Clay","WV",4830,"B",1,1,1,1,1,0.024016563,"_2025"
"Rural","54017","Doddridge","WV",4255,"R",1,1,1,1,1,0.686956522,"_2025"
"Rural","54017","Doddridge","WV",4255,"B",1,1,1,1,1,0.748766157,"_2025"
"Rural","54019","Fayette","WV",14543,"R",1,1,1,0.999862477,0.999862477,0.087946091,"_2025"
"Rural","54019","Fayette","WV",14543,"B",1,1,1,0.999862477,0.999862477,0.002750464,"_2025"
"Rural","54021","Gilmer","WV",3910,"R",1,1,1,1,1,0.803580563,"_2025"
"Rural","54021","Gilmer","WV",3910,"B",1,1,1,1,1,0.803580563,"_2025"
"Rural","54023","Grant","WV",7345,"R",1,1,1,0.999863853,0.999863853,0.435262083,"_2025"
"Rural","54023","Grant","WV",7345,"B",1,1,1,0.999863853,0.999863853,0.289584752,"_2025"
"Rural","54025","Greenbrier","WV",16565,"R",1,1,1,1,1,0.223483248,"_2025"
"Rural","54025","Greenbrier","WV",16565,"B",1,1,1,1,1,0.056383942,"_2025"
"Rural","54027","Hampshire","WV",14614,"R",1,1,1,0.999931572,0.999931572,0.751744902,"_2025"
"Rural","54027","Hampshire","WV",14614,"B",1,1,1,0.999589435,0.999589435,0.171342548,"_2025"
"Rural","54029","Hancock","WV",5316,"R",1,1,1,1,1,0.60214447,"_2025"
"Rural","54029","Hancock","WV",5316,"B",1,1,1,1,1,0.562829195,"_2025"
"Rural","54031","Hardy","WV",9794,"R",1,1,1,1,1,0.86256892,"_2025"
"Rural","54031","Hardy","WV",9794,"B",1,1,1,1,1,0.8619563,"_2025"
"Rural","54033","Harrison","WV",15936,"R",1,0.999937249,0.999937249,0.999686245,0.999623494,0.505961345,"_2025"
"Rural","54033","Harrison","WV",15936,"B",1,0.999937249,0.999937249,0.999309739,0.999184237,0.161709337,"_2025"
"Rural","54035","Jackson","WV",15017,"R",1,1,1,0.999866818,0.999866818,0.621762003,"_2025"
"Rural","54035","Jackson","WV",15017,"B",1,1,1,0.999866818,0.999866818,0.057534794,"_2025"
"Rural","54037","Jefferson","WV",17355,"R",1,1,1,0.99994238,0.999827139,0.380005762,"_2025"
"Rural","54037","Jefferson","WV",17355,"B",1,1,1,0.999827139,0.999827139,0.226332469,"_2025"
"Rural","54039","Kanawha","WV",28446,"R",1,1,1,0.999894537,0.999894537,0.437214371,"_2025"
"Rural","54039","Kanawha","WV",28446,"B",1,1,1,0.999894537,0.999894537,0.023834634,"_2025"
"Rural","54041","Lewis","WV",6982,"R",1,1,1,0.999713549,0.999713549,0.289172157,"_2025"
"Rural","54041","Lewis","WV",6982,"B",1,1,1,0.999140647,0.999140647,0.010025781,"_2025"
"Rural","54043","Lincoln","WV",11151,"R",1,1,1,1,1,0.320599049,"_2025"
"Rural","54043","Lincoln","WV",11151,"B",1,1,1,1,1,0.066810152,"_2025"
"Rural","54045","Logan","WV",11840,"R",1,1,1,1,1,0.206418919,"_2025"
"Rural","54045","Logan","WV",11840,"B",1,1,1,1,1,0.022381757,"_2025"
"Rural","54047","McDowell","WV",12104,"R",1,1,1,1,1,0.086087244,"_2025"
"Rural","54047","McDowell","WV",12104,"B",1,1,1,1,1,0.086087244,"_2025"
"Rural","54049","Marion","WV",12843,"R",1,1,1,1,1,0.200109009,"_2025"
"Rural","54049","Marion","WV",12843,"B",1,1,1,1,1,0.031768278,"_2025"
"Rural","54051","Marshall","WV",8825,"R",1,1,1,1,1,0.311614731,"_2025"
"Rural","54051","Marshall","WV",8825,"B",1,1,1,1,1,0.088271955,"_2025"
"Rural","54053","Mason","WV",9948,"R",1,1,1,1,1,0.500603136,"_2025"
"Rural","54053","Mason","WV",9948,"B",1,1,1,1,1,0.014575794,"_2025"
"Rural","54055","Mercer","WV",14064,"R",1,1,1,0.999715586,0.999715586,0.322454494,"_2025"
"Rural","54055","Mercer","WV",14064,"B",1,1,1,0.999715586,0.999715586,0.134954494,"_2025"
"Rural","54057","Mineral","WV",10036,"R",1,1,1,1,1,0.318055002,"_2025"
"Rural","54057","Mineral","WV",10036,"B",1,1,1,1,1,0.124451973,"_2025"
"Rural","54059","Mingo","WV",14131,"R",1,1,1,1,1,0.152006227,"_2025"
"Rural","54059","Mingo","WV",14131,"B",1,1,1,1,1,0.015497842,"_2025"
"Rural","54061","Monongalia","WV",14794,"R",1,1,1,0.99972962,0.99972962,0.448154657,"_2025"
"Rural","54061","Monongalia","WV",14794,"B",1,1,1,0.99972962,0.99972962,0.27849128,"_2025"
"Rural","54063","Monroe","WV",8490,"R",1,1,1,0.999528857,0.999528857,0.000117786,"_2025"
"Rural","54063","Monroe","WV",8490,"B",1,1,1,0.999528857,0.999528857,0,"_2025"
"Rural","54065","Morgan","WV",10799,"R",0.999907399,0.999907399,0.999907399,0.999814798,0.999814798,0.489489768,"_2025"
"Rural","54065","Morgan","WV",10799,"B",0.999907399,0.999907399,0.999907399,0.999351792,0.999351792,0.040003704,"_2025"
"Rural","54067","Nicholas","WV",15104,"R",1,1,1,1,1,0.291909428,"_2025"
"Rural","54067","Nicholas","WV",15104,"B",1,1,1,1,1,0.052966102,"_2025"
"Rural","54069","Ohio","WV",6719,"R",1,1,1,0.999851168,0.999851168,0.342759339,"_2025"
"Rural","54069","Ohio","WV",6719,"B",1,1,1,0.999851168,0.999851168,0.336210746,"_2025"
"Rural","54071","Pendleton","WV",5931,"R",1,1,1,0.940482212,0.940482212,0.03861069,"_2025"
"Rural","54071","Pendleton","WV",5931,"B",1,1,1,0.940482212,0.940482212,0.03743045,"_2025"
"Rural","54073","Pleasants","WV",3825,"R",1,1,1,1,1,0.112156863,"_2025"
"Rural","54073","Pleasants","WV",3825,"B",1,1,1,1,1,0.035294118,"_2025"
"Rural","54075","Pocahontas","WV",7768,"R",1,1,1,0.935762101,0.935762101,0.370494336,"_2025"
"Rural","54075","Pocahontas","WV",7768,"B",0.999871267,0.999871267,0.999871267,0.89392379,0.89392379,0.10607621,"_2025"
"Rural","54077","Preston","WV",19172,"R",1,1,1,0.999895681,0.999739203,0.596860004,"_2025"
"Rural","54077","Preston","WV",19172,"B",1,1,1,0.999739203,0.999739203,0.596807845,"_2025"
"Rural","54079","Putnam","WV",10127,"R",1,1,1,0.999605016,0.999605016,0.494815839,"_2025"
"Rural","54079","Putnam","WV",10127,"B",1,1,1,0.99950627,0.99950627,0.098449689,"_2025"
"Rural","54081","Raleigh","WV",16708,"R",1,1,1,0.999820445,0.999820445,0.117069667,"_2025"
"Rural","54081","Raleigh","WV",16708,"B",1,1,1,0.999820445,0.999820445,0.0038305,"_2025"
"Rural","54083","Randolph","WV",10179,"R",1,1,1,0.999115827,0.999115827,0.605167502,"_2025"
"Rural","54083","Randolph","WV",10179,"B",1,1,1,0.998722861,0.998722861,0.527556734,"_2025"
"Rural","54085","Ritchie","WV",6368,"R",1,1,1,1,1,0.708699749,"_2025"
"Rural","54085","Ritchie","WV",6368,"B",1,1,1,1,1,0.708542714,"_2025"
"Rural","54087","Roane","WV",8806,"R",1,1,1,1,1,0.042016807,"_2025"
"Rural","54087","Roane","WV",8806,"B",1,1,1,1,1,0.010901658,"_2025"
"Rural","54089","Summers","WV",8026,"R",1,1,1,1,1,0.182656367,"_2025"
"Rural","54089","Summers","WV",8026,"B",1,1,1,1,1,0.021181161,"_2025"
"Rural","54091","Taylor","WV",5833,"R",1,1,1,0.999828562,0.999142808,0.410252014,"_2025"
